region,province,municipality_city,barangay
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Ibung
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Cabuluan
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Nagbitin
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Ocapon
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Pieza
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Sawmill
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Bintawan Norte
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Alfonso Castaneda
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Abuyo
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Galintuja
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Cawayan
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Lipuga
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Lublub
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Pelaway
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Aglipay
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Dumabel
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Dungo
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Guinalbin
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Ligaya
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Palacian
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Pinaripad Sur
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Progreso
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Ramos
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Rang-Ayan
Region Ii (Cagayan Valley),Santiago,City Of Santiago,San Antonio
Region Ii (Cagayan Valley),Santiago,City Of Santiago,San Francisco
Region Ii (Cagayan Valley),Santiago,City Of Santiago,San Ramon
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Victoria
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Villa Pagaduan
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Villa Santiago
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Alicia
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Cabugao
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Diodol
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Nagabgaban
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Pinaripad Norte
Region Ii (Cagayan Valley),Santiago,City Of Santiago,San Benigno
Region Ii (Cagayan Valley),Santiago,City Of Santiago,San Manuel
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Villa Ventura
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Cabarroguis
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Banuar
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Burgos
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Del Pilar
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Dibibi
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Eden
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Gundaway
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Mangandingay
Region Ii (Cagayan Valley),Santiago,City Of Santiago,San Marcos
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Villamor
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Zamora
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Villarose
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Villa Pena
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Dingasan
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Tucod
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Gomez
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Diffun
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Andres Bonifacio
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Aurora East
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Aurora West
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Baguio Village
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Balagbag
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Bannawag
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Cajel
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Campamento
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Diego Silang
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Don Mariano Perez Sr
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Dona Imelda
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Dumanisi
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Gabriela Silang
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Gulac
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Guribang
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Ifugao Village
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Isidro Paredes
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Liwayway
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Luttuad
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Makate
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Maria Clara
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Rafael Palma
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Ricarte Norte
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Ricarte Sur
Region Ii (Cagayan Valley),Santiago,City Of Santiago,San Pascual
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Villa Pascua
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Aklan Village
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Gregorio Pimentel
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Don Faustino Pagaduan
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Maddela
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Abbag
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Balligui
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Divisoria Sur
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Cabaruan
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Cabua-An
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Cofcaville
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Diduyon
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Dipintin
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Divisoria Norte
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Dumabato Norte
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Dumabato Sur
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Lusod
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Manglad
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Pedlisan
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Poblacion Norte
Region Ii (Cagayan Valley),Santiago,City Of Santiago,San Bernabe
Region Ii (Cagayan Valley),Santiago,City Of Santiago,San Dionisio I
Region Ii (Cagayan Valley),Santiago,City Of Santiago,San Martin
Region Ii (Cagayan Valley),Santiago,City Of Santiago,San Salvador
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Santo Nino
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Villa Gracia
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Villa Hermosa Sur
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Villa Hermosa Norte
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Ysmael
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Villa Agullana
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Poblacion Sur
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Villa Jose V Ylanan
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Jose Ancheta
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Saguday
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Dibul
Region Ii (Cagayan Valley),Santiago,City Of Santiago,La Paz
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Tres Reyes
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Cardenas
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Gamis
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Nagtipunan
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Anak
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Dipantan
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Dissimungal
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Guino
Region Ii (Cagayan Valley),Santiago,City Of Santiago,La Conwap
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Landingan
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Mataddi
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Matmad
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Old Gumiad
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Ponggo
Region Ii (Cagayan Valley),Santiago,City Of Santiago,San Dionisio Ii
Region Ii (Cagayan Valley),Santiago,City Of Santiago,San Pugo
Region Ii (Cagayan Valley),Santiago,City Of Santiago,San Ramos
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Sangbay
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Wasid
Region Ii (Cagayan Valley),Santiago,City Of Santiago,Asaklat
Region Iii (Central Luzon),Balanga,City Of Balanga,Bagumbayan
Region Iii (Central Luzon),Balanga,City Of Balanga,Cabog-Cabog
Region Iii (Central Luzon),Balanga,City Of Balanga,Munting Batangas
Region Iii (Central Luzon),Balanga,City Of Balanga,Cataning
Region Iii (Central Luzon),Balanga,City Of Balanga,Central
Region Iii (Central Luzon),Balanga,City Of Balanga,Cupang Proper
Region Iii (Central Luzon),Balanga,City Of Balanga,Cupang West
Region Iii (Central Luzon),Balanga,City Of Balanga,Dangcol
Region Iii (Central Luzon),Balanga,City Of Balanga,Ibayo
Region Iii (Central Luzon),Balanga,City Of Balanga,Malabia
Region Iii (Central Luzon),Balanga,City Of Balanga,Poblacion
Region Iii (Central Luzon),Balanga,City Of Balanga,Pto Rivas Ibaba
Region Iii (Central Luzon),Balanga,City Of Balanga,Pto Rivas Itaas
Region Iii (Central Luzon),Balanga,City Of Balanga,San Jose
Region Iii (Central Luzon),Balanga,City Of Balanga,Sibacan
Region Iii (Central Luzon),Balanga,City Of Balanga,Camacho
Region Iii (Central Luzon),Balanga,City Of Balanga,Talisay
Region Iii (Central Luzon),Balanga,City Of Balanga,Tanato
Region Iii (Central Luzon),Balanga,City Of Balanga,Tenejero
Region Iii (Central Luzon),Balanga,City Of Balanga,Tortugas
Region Iii (Central Luzon),Balanga,City Of Balanga,Tuyo
Region Iii (Central Luzon),Balanga,City Of Balanga,Bagong Silang
Region Iii (Central Luzon),Balanga,City Of Balanga,Cupang North
Region Iii (Central Luzon),Balanga,City Of Balanga,Dona Francisca
Region Iii (Central Luzon),Balanga,City Of Balanga,Lote
Region Iii (Central Luzon),Balanga,City Of Balanga,Dinalupihan
Region Iii (Central Luzon),Balanga,City Of Balanga,Bangal
Region Iii (Central Luzon),Balanga,City Of Balanga,Bonifacio
Region Iii (Central Luzon),Balanga,City Of Balanga,Burgos
Region Iii (Central Luzon),Balanga,City Of Balanga,Colo
Region Iii (Central Luzon),Balanga,City Of Balanga,Daang Bago
Region Iii (Central Luzon),Balanga,City Of Balanga,Dalao
Region Iii (Central Luzon),Balanga,City Of Balanga,Del Pilar
Region Iii (Central Luzon),Balanga,City Of Balanga,Gen Luna
Region Iii (Central Luzon),Balanga,City Of Balanga,Gomez
Region Iii (Central Luzon),Balanga,City Of Balanga,Happy Valley
Region Iii (Central Luzon),Balanga,City Of Balanga,Kataasan
Region Iii (Central Luzon),Balanga,City Of Balanga,Layac
Region Iii (Central Luzon),Balanga,City Of Balanga,Luacan
Region Iii (Central Luzon),Balanga,City Of Balanga,Mabini Proper
Region Iii (Central Luzon),Balanga,City Of Balanga,Mabini Ext
Region Iii (Central Luzon),Balanga,City Of Balanga,Magsaysay
Region Iii (Central Luzon),Balanga,City Of Balanga,Naparing
Region Iii (Central Luzon),Balanga,City Of Balanga,New San Jose
Region Iii (Central Luzon),Balanga,City Of Balanga,Old San Jose
Region Iii (Central Luzon),Balanga,City Of Balanga,Padre Dandan
Region Iii (Central Luzon),Balanga,City Of Balanga,Pag-Asa
Region Iii (Central Luzon),Balanga,City Of Balanga,Pagalanggang
Region Iii (Central Luzon),Balanga,City Of Balanga,Pinulot
Region Iii (Central Luzon),Balanga,City Of Balanga,Pita
Region Iii (Central Luzon),Balanga,City Of Balanga,Rizal
Region Iii (Central Luzon),Balanga,City Of Balanga,Roosevelt
Region Iii (Central Luzon),Balanga,City Of Balanga,Roxas
Region Iii (Central Luzon),Balanga,City Of Balanga,Saguing
Region Iii (Central Luzon),Balanga,City Of Balanga,San Benito
Region Iii (Central Luzon),Balanga,City Of Balanga,San Isidro
Region Iii (Central Luzon),Balanga,City Of Balanga,San Pablo
Region Iii (Central Luzon),Balanga,City Of Balanga,San Ramon
Region Iii (Central Luzon),Balanga,City Of Balanga,San Simon
Region Iii (Central Luzon),Balanga,City Of Balanga,Santo Nino
Region Iii (Central Luzon),Balanga,City Of Balanga,Sapang Balas
Region Iii (Central Luzon),Balanga,City Of Balanga,Santa Isabel
Region Iii (Central Luzon),Balanga,City Of Balanga,Torres Bugauen
Region Iii (Central Luzon),Balanga,City Of Balanga,Tucop
Region Iii (Central Luzon),Balanga,City Of Balanga,Zamora
Region Iii (Central Luzon),Balanga,City Of Balanga,Aquino
Region Iii (Central Luzon),Balanga,City Of Balanga,Bayan-Bayanan
Region Iii (Central Luzon),Balanga,City Of Balanga,Maligaya
Region Iii (Central Luzon),Balanga,City Of Balanga,Payangan
Region Iii (Central Luzon),Balanga,City Of Balanga,Pentor
Region Iii (Central Luzon),Balanga,City Of Balanga,Tubo-Tubo
Region Iii (Central Luzon),Balanga,City Of Balanga,Jose C Payumo Jr
Region Iii (Central Luzon),Balanga,City Of Balanga,Hermosa
Region Iii (Central Luzon),Balanga,City Of Balanga,A Rivera
Region Iii (Central Luzon),Balanga,City Of Balanga,Almacen
Region Iii (Central Luzon),Balanga,City Of Balanga,Bacong
Region Iii (Central Luzon),Balanga,City Of Balanga,Balsic
Region Iii (Central Luzon),Balanga,City Of Balanga,Bamban
Region Iii (Central Luzon),Balanga,City Of Balanga,Burgos-Soliman
Region Iii (Central Luzon),Balanga,City Of Balanga,Culis
Region Iii (Central Luzon),Balanga,City Of Balanga,Daungan
Region Iii (Central Luzon),Balanga,City Of Balanga,Mabiga
Region Iii (Central Luzon),Balanga,City Of Balanga,Mabuco
Region Iii (Central Luzon),Balanga,City Of Balanga,Maite
Region Iii (Central Luzon),Balanga,City Of Balanga,Mambog - Mandama
Region Iii (Central Luzon),Balanga,City Of Balanga,Palihan
Region Iii (Central Luzon),Balanga,City Of Balanga,Pandatung
Region Iii (Central Luzon),Balanga,City Of Balanga,Pulo
Region Iii (Central Luzon),Balanga,City Of Balanga,Saba
Region Iii (Central Luzon),Balanga,City Of Balanga,San Pedro
Region Iii (Central Luzon),Balanga,City Of Balanga,Santo Cristo
Region Iii (Central Luzon),Balanga,City Of Balanga,Sumalo
Region Iii (Central Luzon),Balanga,City Of Balanga,Tipo
Region Iii (Central Luzon),Balanga,City Of Balanga,Judge Roman Cruz Sr
Region Iii (Central Luzon),Balanga,City Of Balanga,Sacrifice Valley
Region Iii (Central Luzon),Balanga,City Of Balanga,Limay
Region Iii (Central Luzon),Balanga,City Of Balanga,Alangan
Region Iii (Central Luzon),Balanga,City Of Balanga,Kitang I
Region Iii (Central Luzon),Balanga,City Of Balanga,Kitang 2 & Luz
Region Iii (Central Luzon),Balanga,City Of Balanga,Lamao
Region Iii (Central Luzon),Balanga,City Of Balanga,Landing
Region Iii (Central Luzon),Balanga,City Of Balanga,Reformista
Region Iii (Central Luzon),Balanga,City Of Balanga,Townsite
Region Iii (Central Luzon),Balanga,City Of Balanga,Wawa
Region Iii (Central Luzon),Balanga,City Of Balanga,Duale
Region Iii (Central Luzon),Balanga,City Of Balanga,San Francisco De Asis
Region Iii (Central Luzon),Balanga,City Of Balanga,St Francis Ii
Region Iii (Central Luzon),Balanga,City Of Balanga,Mariveles
Region Iii (Central Luzon),Balanga,City Of Balanga,Alas-Asin
Region Iii (Central Luzon),Balanga,City Of Balanga,Alion
Region Iii (Central Luzon),Balanga,City Of Balanga,Batangas Ii
Region Iii (Central Luzon),Balanga,City Of Balanga,Cabcaben
Region Iii (Central Luzon),Balanga,City Of Balanga,Lucanin
Region Iii (Central Luzon),Balanga,City Of Balanga,Baseco Country
Region Iii (Central Luzon),Balanga,City Of Balanga,San Carlos
Region Iii (Central Luzon),Balanga,City Of Balanga,Sisiman
Region Iii (Central Luzon),Balanga,City Of Balanga,Balon-Anito
Region Iii (Central Luzon),Balanga,City Of Balanga,Biaan
Region Iii (Central Luzon),Balanga,City Of Balanga,Camaya
Region Iii (Central Luzon),Balanga,City Of Balanga,Ipag
Region Iii (Central Luzon),Balanga,City Of Balanga,Malaya
Region Iii (Central Luzon),Balanga,City Of Balanga,Mt View
Region Iii (Central Luzon),Balanga,City Of Balanga,Morong
Region Iii (Central Luzon),Balanga,City Of Balanga,Binaritan
Region Iii (Central Luzon),Balanga,City Of Balanga,Mabayo
Region Iii (Central Luzon),Balanga,City Of Balanga,Nagbalayong
Region Iii (Central Luzon),Balanga,City Of Balanga,Sabang
Region Iii (Central Luzon),Balanga,City Of Balanga,Orani
Region Iii (Central Luzon),Balanga,City Of Balanga,Bagong Paraiso
Region Iii (Central Luzon),Balanga,City Of Balanga,Balut
Region Iii (Central Luzon),Balanga,City Of Balanga,Bayan
Region Iii (Central Luzon),Balanga,City Of Balanga,Calero
Region Iii (Central Luzon),Balanga,City Of Balanga,Paking-Carbonero
Region Iii (Central Luzon),Balanga,City Of Balanga,Centro Ii
Region Iii (Central Luzon),Balanga,City Of Balanga,Dona
Region Iii (Central Luzon),Balanga,City Of Balanga,Kaparangan
Region Iii (Central Luzon),Balanga,City Of Balanga,Masantol
Region Iii (Central Luzon),Balanga,City Of Balanga,Mulawin
Region Iii (Central Luzon),Balanga,City Of Balanga,Pantalan Bago
Region Iii (Central Luzon),Balanga,City Of Balanga,Pantalan Luma
Region Iii (Central Luzon),Balanga,City Of Balanga,Parang Parang
Region Iii (Central Luzon),Balanga,City Of Balanga,Centro I
Region Iii (Central Luzon),Balanga,City Of Balanga,Sibul
Region Iii (Central Luzon),Balanga,City Of Balanga,Silahis
Region Iii (Central Luzon),Balanga,City Of Balanga,Tala
Region Iii (Central Luzon),Balanga,City Of Balanga,Talimundoc
Region Iii (Central Luzon),Balanga,City Of Balanga,Tapulao
Region Iii (Central Luzon),Balanga,City Of Balanga,Tugatog
Region Iii (Central Luzon),Balanga,City Of Balanga,Apollo
Region Iii (Central Luzon),Balanga,City Of Balanga,Kabalutan
Region Iii (Central Luzon),Balanga,City Of Balanga,Maria Fe
Region Iii (Central Luzon),Balanga,City Of Balanga,Puksuan
Region Iii (Central Luzon),Balanga,City Of Balanga,Tagumpay
Region Iii (Central Luzon),Balanga,City Of Balanga,Orion
Region Iii (Central Luzon),Balanga,City Of Balanga,Arellano
Region Iii (Central Luzon),Balanga,City Of Balanga,Balagtas
Region Iii (Central Luzon),Balanga,City Of Balanga,Bantan
Region Iii (Central Luzon),Balanga,City Of Balanga,Bilolo
Region Iii (Central Luzon),Balanga,City Of Balanga,Calungusan
Region Iii (Central Luzon),Balanga,City Of Balanga,Camachile
Region Iii (Central Luzon),Balanga,City Of Balanga,Daang Bilolo
Region Iii (Central Luzon),Balanga,City Of Balanga,Daang Pare
Region Iii (Central Luzon),Balanga,City Of Balanga,General Lim
Region Iii (Central Luzon),Balanga,City Of Balanga,Kapunitan
Region Iii (Central Luzon),Balanga,City Of Balanga,Lati
Region Iii (Central Luzon),Balanga,City Of Balanga,Lusungan
Region Iii (Central Luzon),Balanga,City Of Balanga,Puting Buhangin
Region Iii (Central Luzon),Balanga,City Of Balanga,Sabatan
Region Iii (Central Luzon),Balanga,City Of Balanga,San Vicente
Region Iii (Central Luzon),Balanga,City Of Balanga,Santo Domingo
Region Iii (Central Luzon),Balanga,City Of Balanga,Villa Angeles
Region Iii (Central Luzon),Balanga,City Of Balanga,Wakas
Region Iii (Central Luzon),Balanga,City Of Balanga,Santa Elena
Region Iii (Central Luzon),Balanga,City Of Balanga,Pilar
Region Iii (Central Luzon),Balanga,City Of Balanga,Ala-Uli
Region Iii (Central Luzon),Balanga,City Of Balanga,Balut I
Region Iii (Central Luzon),Balanga,City Of Balanga,Balut Ii
Region Iii (Central Luzon),Balanga,City Of Balanga,Bantan Munti
Region Iii (Central Luzon),Balanga,City Of Balanga,Del Rosario
Region Iii (Central Luzon),Balanga,City Of Balanga,Diwa
Region Iii (Central Luzon),Balanga,City Of Balanga,Liyang
Region Iii (Central Luzon),Balanga,City Of Balanga,Nagwaling
Region Iii (Central Luzon),Balanga,City Of Balanga,Panilao
